bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k,percentil_densidade,label_densidade
VICENTE DE CARVALHO,Misto,Hipermercados,8,21300.0,3.76,0.27,Baixa
VICENTE DE CARVALHO,Misto,Mercearias,24,21300.0,11.27,0.58,Média
VICENTE DE CARVALHO,Misto,Supermercados,5,21300.0,2.35,0.18,Muito Baixa
VICENTE DE CARVALHO,Ultraprocessado,Cantinas / Alimentação preparada,134,21300.0,62.91,0.93,Muito Alta
VICENTE DE CARVALHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,21300.0,7.04,0.42,Média
VICENTE DE CARVALHO,Ultraprocessado,Restaurantes / Lanchonetes,169,21300.0,79.34,0.95,Muito Alta
VICENTE DE CARVALHO,Ultraprocessado,Serviços ambulantes,40,21300.0,18.78,0.72,Alta
VIDIGAL,In natura,Açougues / Padarias,10,15112.0,6.62,0.4,Baixa
VIDIGAL,In natura,Hortifrutigranjeiros,9,15112.0,5.96,0.38,Baixa
VIDIGAL,In natura,Peixarias,2,15112.0,1.32,0.09,Muito Baixa
VIDIGAL,Misto,Hipermercados,3,15112.0,1.99,0.14,Muito Baixa
VIDIGAL,Misto,Mercearias,30,15112.0,19.85,0.73,Alta
VIDIGAL,Ultraprocessado,Cantinas / Alimentação preparada,68,15112.0,45.0,0.85,Muito Alta
VIDIGAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,15112.0,4.63,0.31,Baixa
VIDIGAL,Ultraprocessado,Restaurantes / Lanchonetes,86,15112.0,56.91,0.91,Muito Alta
VIDIGAL,Ultraprocessado,Serviços ambulantes,20,15112.0,13.23,0.63,Alta
VIGARIO GERAL,In natura,Açougues / Padarias,20,34202.0,5.85,0.37,Baixa
VIGARIO GERAL,In natura,Feira,1,0.0,0.0,0.0,0
VIGARIO GERAL,In natura,Horta,2,0.0,0.0,0.0,0
VIGARIO GERAL,In natura,Hortifrutigranjeiros,16,34202.0,4.68,0.31,Baixa
VIGARIO GERAL,In natura,Peixarias,4,34202.0,1.17,0.08,Muito Baixa
VIGARIO GERAL,Misto,Hipermercados,12,34202.0,3.51,0.26,Baixa
VIGARIO GERAL,Misto,Mercearias,49,34202.0,14.33,0.66,Alta
VIGARIO GERAL,Ultraprocessado,Cantinas / Alimentação preparada,128,34202.0,37.42,0.82,Muito Alta
VIGARIO GERAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,34202.0,5.26,0.34,Baixa
VIGARIO GERAL,Ultraprocessado,Restaurantes / Lanchonetes,93,34202.0,27.19,0.78,Alta
VIGARIO GERAL,Ultraprocessado,Serviços ambulantes,45,34202.0,13.16,0.62,Alta
VILA ALIANCA,Misto,Cozinha,1,0.0,0.0,0.0,0
VILA DA PENHA,In natura,Açougues / Padarias,26,21950.0,11.85,0.59,Média
VILA DA PENHA,In natura,Hortifrutigranjeiros,6,21950.0,2.73,0.2,Baixa
VILA DA PENHA,In natura,Peixarias,8,21950.0,3.64,0.26,Baixa
VILA DA PENHA,Misto,Hipermercados,26,21950.0,11.85,0.59,Média
VILA DA PENHA,Misto,Mercearias,42,21950.0,19.13,0.73,Alta
VILA DA PENHA,Misto,Supermercados,3,21950.0,1.37,0.09,Muito Baixa
VILA DA PENHA,Ultraprocessado,Cantinas / Alimentação preparada,153,21950.0,69.7,0.94,Muito Alta
VILA DA PENHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,40,21950.0,18.22,0.72,Alta
VILA DA PENHA,Ultraprocessado,Restaurantes / Lanchonetes,235,21950.0,107.06,0.98,Muito Alta
VILA DA PENHA,Ultraprocessado,Serviços ambulantes,51,21950.0,23.23,0.76,Alta
VILA ISABEL,In natura,Açougues / Padarias,68,65790.0,10.34,0.53,Média
VILA ISABEL,In natura,Feira,2,0.0,0.0,0.0,0
VILA ISABEL,In natura,Hortifrutigranjeiros,15,65790.0,2.28,0.17,Muito Baixa
VILA ISABEL,In natura,Peixarias,15,65790.0,2.28,0.17,Muito Baixa
VILA ISABEL,Misto,Hipermercados,23,65790.0,3.5,0.26,Baixa
VILA ISABEL,Misto,Mercearias,58,65790.0,8.82,0.48,Média
VILA ISABEL,Misto,Supermercados,6,65790.0,0.91,0.06,Muito Baixa
VILA ISABEL,Ultraprocessado,Cantinas / Alimentação preparada,331,65790.0,50.31,0.88,Muito Alta
VILA ISABEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,52,65790.0,7.9,0.45,Média
VILA ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,323,65790.0,49.1,0.87,Muito Alta
VILA ISABEL,Ultraprocessado,Serviços ambulantes,62,65790.0,9.42,0.5,Média
VILA KENNEDY,Misto,Cozinha,2,0.0,0.0,0.0,0
VILA KENNEDY,Ultraprocessado,Restaurantes / Lanchonetes,1,21579.0,0.46,0.02,Muito Baixa
VILA KOSMOS,In natura,Açougues / Padarias,12,14878.0,8.07,0.45,Média
VILA KOSMOS,In natura,Feira,1,0.0,0.0,0.0,0
VILA KOSMOS,In natura,Hortifrutigranjeiros,4,14878.0,2.69,0.2,Muito Baixa
VILA KOSMOS,In natura,Peixarias,4,14878.0,2.69,0.2,Muito Baixa
VILA KOSMOS,Misto,Cozinha,1,0.0,0.0,0.0,0
VILA KOSMOS,Misto,Hipermercados,4,14878.0,2.69,0.2,Baixa
VILA KOSMOS,Misto,Mercearias,17,14878.0,11.43,0.58,Média
VILA KOSMOS,Ultraprocessado,Cantinas / Alimentação preparada,68,14878.0,45.71,0.85,Muito Alta
VILA KOSMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,10,14878.0,6.72,0.4,Média
VILA KOSMOS,Ultraprocessado,Restaurantes / Lanchonetes,61,14878.0,41.0,0.84,Muito Alta
VILA KOSMOS,Ultraprocessado,Serviços ambulantes,16,14878.0,10.75,0.55,Média
VILA MILITAR,In natura,Açougues / Padarias,4,12956.0,3.09,0.23,Baixa
VILA MILITAR,In natura,Hortifrutigranjeiros,3,12956.0,2.32,0.17,Muito Baixa
VILA MILITAR,In natura,Peixarias,1,12956.0,0.77,0.04,Muito Baixa
VILA MILITAR,Misto,Mercearias,4,12956.0,3.09,0.23,Baixa
VILA MILITAR,Ultraprocessado,Cantinas / Alimentação preparada,24,12956.0,18.52,0.72,Alta
VILA MILITAR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,12956.0,2.32,0.17,Muito Baixa
VILA MILITAR,Ultraprocessado,Restaurantes / Lanchonetes,14,12956.0,10.81,0.55,Média
VILA MILITAR,Ultraprocessado,Serviços ambulantes,5,12956.0,3.86,0.28,Baixa
VILA VALQUEIRE,In natura,Açougues / Padarias,36,34024.0,10.58,0.54,Média
VILA VALQUEIRE,In natura,Feira,2,0.0,0.0,0.0,0
VILA VALQUEIRE,In natura,Hortifrutigranjeiros,16,34024.0,4.7,0.31,Baixa
VILA VALQUEIRE,In natura,Peixarias,9,34024.0,2.65,0.2,Muito Baixa
VILA VALQUEIRE,Misto,Hipermercados,10,34024.0,2.94,0.22,Baixa
VILA VALQUEIRE,Misto,Mercearias,37,34024.0,10.87,0.55,Média
VILA VALQUEIRE,Misto,Supermercados,2,34024.0,0.59,0.03,Muito Baixa
VILA VALQUEIRE,Ultraprocessado,Cantinas / Alimentação preparada,173,34024.0,50.85,0.88,Muito Alta
VILA VALQUEIRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,30,34024.0,8.82,0.48,Média
VILA VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,228,34024.0,67.01,0.94,Muito Alta
VILA VALQUEIRE,Ultraprocessado,Serviços ambulantes,54,34024.0,15.87,0.69,Alta
VISTA ALEGRE,In natura,Açougues / Padarias,16,7059.0,22.67,0.75,Alta
VISTA ALEGRE,In natura,Feira,2,0.0,0.0,0.0,0
VISTA ALEGRE,In natura,Hortifrutigranjeiros,10,7059.0,14.17,0.65,Alta
VISTA ALEGRE,In natura,Peixarias,4,7059.0,5.67,0.36,Baixa
VISTA ALEGRE,Misto,Hipermercados,3,7059.0,4.25,0.3,Baixa
VISTA ALEGRE,Misto,Mercearias,8,7059.0,11.33,0.58,Média
VISTA ALEGRE,Misto,Supermercados,2,7059.0,2.83,0.21,Baixa
VISTA ALEGRE,Ultraprocessado,Cantinas / Alimentação preparada,58,7059.0,82.16,0.96,Muito Alta
VISTA ALEGRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,7059.0,24.08,0.77,Alta
VISTA ALEGRE,Ultraprocessado,Restaurantes / Lanchonetes,107,7059.0,151.58,0.99,Muito Alta
VISTA ALEGRE,Ultraprocessado,Serviços ambulantes,19,7059.0,26.92,0.78,Alta
ZUMBI,In natura,Açougues / Padarias,3,1817.0,16.51,0.7,Alta
ZUMBI,In natura,Hortifrutigranjeiros,1,1817.0,5.5,0.35,Baixa
ZUMBI,Misto,Mercearias,1,1817.0,5.5,0.35,Baixa
ZUMBI,Ultraprocessado,Cantinas / Alimentação preparada,10,1817.0,55.04,0.9,Muito Alta
ZUMBI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,1817.0,11.01,0.56,Média
ZUMBI,Ultraprocessado,Restaurantes / Lanchonetes,15,1817.0,82.55,0.96,Muito Alta
ZUMBI,Ultraprocessado,Serviços ambulantes,4,1817.0,22.01,0.75,Alta
